name	x	y	z
E189	59.9001100260761	-77.6254348619192	-37.4384904293077
E190	69.742707320816	-66.5590412389259	-26.012511491617
E191	73.7089585196437	-57.536840400213	-12.147040967191
E192	78.1913266296179	-41.4702363142756	0.846670442272574
E193	81.0410275438583	-31.2094478088024	18.8220214556833
E194	82.5055956566509	-20.343849784061	38.6003233663056
E195	76.1282417730451	-11.4166625899309	57.2585097185269
E196	64.1345199444147	-5.77916141302203	74.1139857683982
E197	49.847612014138	0.331224819027046	87.3969345730492
E198	26.7280772497918	3.77058941278124	98.6071282552036
E199	54.4694469323412	-78.4572685185323	-68.0504055159217
E200	61.0633778718975	-67.1673671022172	-55.3091842701287
E201	66.9443648026165	-61.7030966333455	-40.4781702871359
E202	80.2031231343985	-22.3612123274166	1.00337000512301
E203	81.2082528411565	-11.6677217964466	20.7830104403445
E204	78.4169661698375	-1.28714246809694	39.6629272215794
E205	71.4789517439174	6.78367487914588	59.6265404777805
E206	56.730950082638	12.9036053965647	75.8081616212526
E207	37.2396113283512	18.8386671524291	89.9757723195925
E208	62.0237367788514	-58.6464998248689	-72.1652007515411
E209	66.2660296131366	-49.4346596325145	-57.3634658728623
E210	78.0564291638026	-12.0309314325842	-13.6177892488646
E211	78.9116504861709	-2.49179620643543	3.3254090229203
E212	78.5267253131002	9.23091999972436	22.2561021861664
E213	73.5352626220772	18.0637871632409	41.4403426555151
E214	63.2940561178503	24.6449122755968	61.3285069280994
E215	48.6159008528474	30.9565064904538	76.2301856517685
E216	66.7871973982002	-38.9663297706456	-76.5143108185276
E217	70.3836776448071	-25.7471975985442	-62.7076838639713
E218	74.9277110987728	-14.0529999505779	-48.5322881114875
E219	77.2194665926921	-4.5834897842786	-30.4729912351845
E220	76.3454897264013	8.00748786774745	-13.3951433738945
E221	74.8089205029311	20.5833165683299	6.16024244421429
E222	72.0601770731359	29.7908785871422	25.740885815587
E223	64.6454254672265	36.8696346188099	46.0710393933835
E224	54.4290974101825	39.5748684774399	61.256155477595
E225	76.7506962653269	10.5652931875238	-32.1928259229997
E226	73.0900620990268	26.2719750414847	-35.2516917011879
E227	75.4471065594042	3.98809154218326	-51.0416448667729
E228	73.0887716147125	-7.14101520792416	-67.1636112277153
E229	67.3130675718133	-21.6052739920474	-80.5054488044793
E230	68.0030547049654	38.5928623380701	-45.3251001138158
E231	72.2493309617878	20.4568404818124	-56.6127325245603
E232	72.5869996112293	11.4446882754664	-72.4699858520706
E233	69.7525357085046	-3.362320657816	-86.1963418719269
E234	59.4917984413055	51.3183363618326	-51.8376736216432
E235	66.6547871944676	35.7130232875765	-63.6495802110352
E236	67.05169877949	25.9986461828104	-77.7292326169034
E237	64.7761943222334	13.6207047346217	-91.7585985890426
E238	47.6456566033778	61.586257889889	-53.5469684994732
E239	58.0774506022752	43.9739832643706	-73.0933843775796
E240	59.903066863165	33.8296699919862	-85.1216940692901
E241	-46.1394349062735	63.0895398742043	-51.0943114826989
E242	-58.1370920108342	45.8367871003913	-70.0541549136735
E243	-60.9127117218542	35.7662270763197	-81.9621336070273
E244	-58.2028480574545	53.2048647949124	-48.7597366497286
E245	-66.4694025660508	37.8468719934016	-60.1681315835108
E246	-67.9124256330447	28.1619872159358	-74.1996662282079
E247	-66.7707372457157	15.7292715562226	-88.3183982378806
E248	-66.7653617518627	40.7530663668032	-41.800651857257
E249	-72.1743444865368	22.7718087343915	-52.8357810360584
E250	-73.6286330535962	13.788379824647	-68.6461713028192
E251	-71.99100024834	-1.09031238265063	-82.4894810857306
E252	-71.7110358420191	28.5929930022279	-31.4648699027022
E253	-75.7080001959423	13.0090548563902	-28.2057434813782
E254	-75.602452639581	6.409266138566	-47.0914140221196
E255	-74.4474399626749	-4.7761560887582	-63.3052610493574
E256	-69.843025925832	-19.406797868869	-76.9185582902686
Cz	3.57918420077198	-25.3530156488694	109.490700624056
